ShowOriginal,Theatre,WeekEnd,Weekly Total Attendance,Weekly Grosses,Numberof Performances,Number of Performances,Percent Capacity,ShowCaseCorrected,Show,RerunYear,Run
BRIGHT STAR,Cort,2016-03-20,7244,312937,0,8,0.86,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-03-27,7969,384716,5,3,0.95,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-04-17,5898,420690,8,0,0.70,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-04-24,5328,357812,8,0,0.64,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-05-06,5948,437980,8,0,0.71,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-05-15,6422,477058,8,0,0.77,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-05-22,7112,492566,8,0,0.85,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-05-29,6032,443293,8,0,0.72,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-06-03,5103,255641,0,7,0.70,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-06-19,7074,549237,8,0,0.85,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-06-26,8321,708013,8,0,1.00,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-08-05,5716,416362,8,0,0.68,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-10-04,5600,391861,8,0,0.67,Bright Star,Bright Star,,Original
BRIGHT STAR,Cort,2016-12-06,6672,527807,8,0,0.80,Bright Star,Bright Star,,Original
BURN THIS 2019,Hudson,2019-03-17,1888,279669,0,2,1.00,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-03-24,6608,850975,0,7,1.00,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-03-31,7374,913342,0,8,0.98,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-04-07,7052,813664,0,8,0.93,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-04-14,7174,762998,0,8,0.95,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-04-21,7509,768766,8,0,0.98,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-04-28,7469,932391,8,0,0.97,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-05-05,7138,856397,8,0,0.93,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-05-12,7260,853967,8,0,0.95,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-05-19,5529,676047,6,0,0.96,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-05-26,6974,770468,8,0,0.91,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-06-02,6161,683046,8,0,0.80,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-06-09,6293,682821,8,0,0.82,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-06-16,6029,649112,8,0,0.79,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-06-23,6461,686423,8,0,0.84,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-06-30,6486,683542,8,0,0.84,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-07-07,7033,659700,8,0,0.92,Burn This 2019,Burn This ,2019,Rerun
BURN THIS 2019,Hudson,2019-07-14,7521,897621,8,0,0.98,Burn This 2019,Burn This ,2019,Rerun
CAROUSEL 2018,Imperial,2018-03-04,5956,702387,0,5,0.83,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-03-11,8234,865507,0,7,0.82,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-03-18,10490,1075723,0,8,0.92,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-03-25,10053,1075699,0,8,0.88,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-04-01,10059,1070265,0,8,0.88,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-04-08,11311,1190735,0,8,0.99,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-04-15,10978,1054700,5,3,0.96,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-04-22,10555,1282413,8,0,0.92,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-04-29,10485,1289712,8,0,0.92,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-05-06,9757,1172416,8,0,0.85,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-05-13,10181,1241539,8,0,0.89,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-05-20,10649,1179807,8,0,0.93,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-05-27,9760,1080162,8,0,0.85,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-06-03,9000,968408,8,0,0.79,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-06-10,9634,1113598,8,0,0.84,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-06-17,9685,1095511,8,0,0.85,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-06-24,9419,1106814,8,0,0.82,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-07-01,8947,912092,8,0,0.78,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-07-08,9155,736029,8,0,0.80,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-07-15,9086,866092,8,0,0.80,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-07-22,8864,775564,8,0,0.78,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-07-29,8380,702013,8,0,0.73,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-08-05,8855,675660,8,0,0.78,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-08-12,8277,657631,8,0,0.72,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-08-19,8000,606811,8,0,0.70,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-08-26,7664,606103,8,0,0.67,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-09-02,8661,706873,8,0,0.76,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-09-09,7715,547380,8,0,0.68,Carousel 2018,Carousel ,2018,Rerun
CAROUSEL 2018,Imperial,2018-09-16,9671,753033,8,0,0.85,Carousel 2018,Carousel ,2018,Rerun
CATS 2016,Neil Simon,2016-02-10,8931,891605,8,0,0.81,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-04-09,9509,993376,8,0,0.86,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-04-12,8352,839523,8,0,0.76,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-06-11,7378,717874,8,0,0.67,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-07-08,10310,1083009,8,0,0.94,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-07-17,5135,603553,0,4,0.94,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-07-24,7911,853633,0,6,0.96,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-07-31,9371,755353,1,6,0.98,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-08-14,10292,1108909,8,0,0.94,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-08-21,10156,1084293,8,0,0.92,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-08-28,8795,896620,7,0,0.91,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-09-10,9122,1001791,8,0,0.83,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-09-18,10072,1011242,8,0,0.92,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-09-25,9506,933237,8,0,0.86,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-10-16,9353,960289,8,0,0.85,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-10-23,8979,899309,8,0,0.82,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-10-30,8391,815609,8,0,0.76,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-11-09,9724,959068,8,0,0.88,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-11-12,9481,975199,8,0,0.86,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-11-13,8838,864284,8,0,0.80,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-11-20,8981,816927,8,0,0.82,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-11-27,10131,1203814,8,0,0.92,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-12-18,9275,951257,8,0,0.84,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2016-12-25,8710,961038,7,0,0.90,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-01-01,12312,1723569,9,0,0.99,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-01-10,7202,578075,8,0,0.65,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-01-15,9115,895188,8,0,0.83,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-01-22,9488,790504,8,0,0.86,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-01-29,9267,802077,8,0,0.84,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-02-04,8886,762710,8,0,0.81,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-02-07,9206,791756,8,0,0.84,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-02-19,9409,878264,8,0,0.86,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-02-26,8567,747218,8,0,0.78,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-03-09,7536,641311,8,0,0.69,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-03-12,8308,778991,8,0,0.76,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-03-19,9813,885097,8,0,0.89,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-03-26,9332,806790,8,0,0.85,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-04-06,8466,685888,8,0,0.77,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-04-16,10701,1080104,8,0,0.97,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-04-23,9391,858647,8,0,0.85,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-04-30,8066,714382,8,0,0.73,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-05-02,8303,703333,8,0,0.75,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-05-03,8258,683177,8,0,0.75,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-05-11,8745,706999,8,0,0.80,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-05-14,8396,730829,8,0,0.76,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-05-21,8513,733234,8,0,0.77,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-05-28,9058,821766,8,0,0.82,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-06-08,9179,817711,8,0,0.83,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-06-18,8820,759699,8,0,0.80,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-06-25,8591,757687,8,0,0.78,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-07-05,7821,669519,8,0,0.71,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-07-16,9489,814825,8,0,0.86,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-07-23,9085,786775,8,0,0.83,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-07-30,9639,847012,8,0,0.88,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-08-01,10644,1034653,8,0,0.97,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-08-10,8591,748267,8,0,0.78,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-08-13,9178,824015,8,0,0.83,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-08-20,8310,728668,8,0,0.76,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-08-27,7425,636225,8,0,0.68,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-09-04,9293,822373,8,0,0.84,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-09-07,8712,772603,8,0,0.79,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-09-17,9433,758050,8,0,0.86,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-09-24,7031,570470,8,0,0.64,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-10-09,8690,706122,8,0,0.79,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-10-12,9197,898993,8,0,0.84,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-10-15,9319,773571,8,0,0.85,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-10-22,8667,720972,8,0,0.79,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-10-29,8849,712250,8,0,0.80,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-11-06,8584,722319,8,0,0.78,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-11-19,8520,753434,8,0,0.77,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-11-26,9313,1023097,8,0,0.85,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-12-02,7385,646653,8,0,0.67,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-12-03,8726,741436,8,0,0.79,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-12-11,9080,792723,8,0,0.83,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-12-17,9318,943084,8,0,0.85,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-12-24,9298,1033958,8,0,0.85,Cats 2016,Cats ,2016,Rerun
CATS 2016,Neil Simon,2017-12-31,12409,1826206,9,0,1.00,Cats 2016,Cats ,2016,Rerun
CELEBRITY AUTOBIOGRAPHY,Marquis,2018-12-02,1336,41882,1,0,0.82,Celebrity Autobiography,Celebrity Autobiography,,Original
CELEBRITY AUTOBIOGRAPHY,Marquis,2018-12-16,1404,115653,1,0,0.86,Celebrity Autobiography,Celebrity Autobiography,,Original
CELEBRITY AUTOBIOGRAPHY,Marquis,2018-12-23,1384,65859,1,0,0.84,Celebrity Autobiography,Celebrity Autobiography,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-01-10,7941,558636,8,0,0.66,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-02-04,8976,993783,0,6,1.00,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-02-07,11187,1178785,8,0,0.93,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-03-09,9804,937986,8,0,0.82,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-03-12,9066,846298,8,0,0.76,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-04-06,11858,1167234,8,0,0.99,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-04-16,11968,1342578,0,8,1.00,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-04-23,11968,1009996,1,7,1.00,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-04-30,11825,1151021,8,0,0.99,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-05-11,8272,698801,8,0,0.69,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-05-14,11177,1157981,8,0,0.93,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-05-21,11729,1148781,8,0,0.98,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-05-28,11656,1221821,8,0,0.97,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-06-08,10258,1002398,8,0,0.86,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-06-18,11825,1254022,8,0,0.99,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-06-25,11903,1305410,8,0,0.99,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-07-05,11361,1165443,8,0,0.95,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-07-16,11296,1093433,8,0,0.94,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-07-23,11069,1106594,8,0,0.92,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-07-30,10776,1071628,8,0,0.90,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-08-10,9512,842320,8,0,0.79,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-08-13,10288,1014929,8,0,0.86,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-08-20,9235,880764,8,0,0.77,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-08-27,8932,850506,8,0,0.75,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-09-04,8976,952260,0,6,1.00,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-09-07,10725,1088314,8,0,0.90,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-09-17,9970,823794,8,0,0.83,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-09-24,8297,668216,8,0,0.69,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-10-09,9851,848893,8,0,0.82,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-10-12,10471,1010185,8,0,0.87,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-10-15,9342,830750,8,0,0.78,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-10-22,8952,739173,8,0,0.75,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-10-29,8392,706005,8,0,0.70,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-11-06,11843,1186807,8,0,0.99,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-11-19,9355,844466,8,0,0.78,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-11-26,10930,1479548,8,0,0.91,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-12-11,9573,897896,8,0,0.80,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-12-17,9779,967198,8,0,0.82,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-12-24,9500,1068406,7,0,0.91,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2017-12-31,13419,2054877,9,0,1.00,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2018-01-07,11879,1277069,8,0,0.99,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHARLIE AND THE CHOCOLATE FACTORY,Lunt-Fontanne,2018-01-14,10953,1234419,8,0,0.92,Charlie and The Chocolate Factory,Charlie and The Chocolate Factory,,Original
CHICAGO,Ambassador,2016-01-05,6349,524120,8,0,0.73,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-01-17,5468,428250,8,0,0.63,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-01-24,3573,270842,6,0,0.55,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-01-31,5590,422580,8,0,0.65,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-02-10,6225,505544,8,0,0.72,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-02-14,6702,566356,8,0,0.78,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-02-21,5614,458553,8,0,0.65,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-02-28,4387,342737,8,0,0.51,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-03-01,9239,1033996,9,0,0.95,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-03-04,7115,618024,8,0,0.82,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-03-07,7497,628426,8,0,0.87,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-03-13,6010,469188,8,0,0.70,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-03-20,6914,574676,8,0,0.80,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-03-27,7974,723791,8,0,0.92,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-04-09,6958,574912,8,0,0.81,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-04-12,6705,575500,8,0,0.78,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-04-17,6337,509671,8,0,0.73,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-04-24,6182,515332,8,0,0.72,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-05-06,6223,505919,8,0,0.72,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-05-15,6260,516920,8,0,0.72,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-05-22,7231,578948,8,0,0.84,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-05-29,7128,596632,8,0,0.82,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-06-03,4898,377670,8,0,0.57,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-06-11,5990,486776,8,0,0.69,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-06-19,6298,521971,8,0,0.73,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-06-26,6848,577914,8,0,0.79,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-07-02,5595,397020,8,0,0.65,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-07-08,6461,534575,8,0,0.75,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-07-17,6734,559443,8,0,0.78,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-07-24,6874,572619,8,0,0.80,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-07-31,6970,594913,8,0,0.81,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-08-05,6533,550045,8,0,0.76,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-08-14,6929,571623,8,0,0.80,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-08-21,6713,544485,8,0,0.78,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-08-28,6503,519960,8,0,0.75,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-09-10,7301,620724,8,0,0.85,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-09-18,7830,630824,8,0,0.91,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-09-25,6038,486016,8,0,0.70,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-10-01,6141,498231,8,0,0.71,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-10-04,6189,494896,8,0,0.72,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-10-07,6133,504919,8,0,0.71,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-10-16,7235,613622,8,0,0.84,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-10-23,7519,621357,8,0,0.87,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-10-30,6719,561826,8,0,0.78,Chicago,Chicago,,Original
CHICAGO,Ambassador,2016-11-09,7691,598792,8,0,0.89,Chicago,Chicago,,Original
